Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Mood Score,Stress Level,Productivity Score,Gender_Female,Gender_Male,Gender_Other,Sleep Start Time_sin,Sleep End Time_sin,Sleep Start Time_cos,Sleep End Time_cos
-1.165772574081501,-0.8803032968079888,2.7840677486638734,-0.47870048922773384,-0.4914813586488312,0.3096229245823305,-0.8360432656061255,0.15650264015556262,0.8202834018984559,0.0,0.0,1.0,-0.17450751832699282,0.9345154311955987,0.9846558414224507,0.3559226163891587
-1.0763571184205867,-0.1818716109876233,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-0.9258989560992159,-0.8360432656061255,0.5027474192607897,1.516678173864205,1.0,0.0,0.0,-0.7033947028105043,0.5941210629020386,0.7107994738729921,0.8043756352700845
-1.117625790264086,0.5165600748327422,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,0.1588066537289182,1.2799862600990775,1.541481756576471,1.516678173864205,0.0,1.0,0.0,-0.47715876025960796,0.785316930880745,0.8788171126619656,0.619093949309834
0.3955588439975425,0.865775917742925,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-1.0552744750851537,-0.4833716779885917,-1.2284764762653457,0.8202834018984559,0.0,0.0,1.0,-0.23344536385590609,0.9855560590580777,0.9723699203976764,-0.1693495038490246
-0.1546901139157768,1.5642076035632906,-0.4817391800553757,1.9158881620723465,-0.4914813586488312,1.5884971011192295,0.5746430848640097,1.195236977471244,0.8202834018984559,0.0,0.0,1.0,-0.6252426563357052,0.8874134470592833,0.7804304073383298,0.46097437453546236
1.1452730491544407,1.5642076035632906,3.1106484415357984,1.0271748481877807,-0.4914813586488312,-0.9866211389914767,1.2799862600990775,0.5027474192607897,-1.6170982999816659,0.0,1.0,0.0,-0.5512090725833706,0.9942448326331054,0.8343671603687315,-0.1071317543138738
0.7257082187455338,-0.8803032968079888,-0.4817391800553757,2.8539744378393883,-0.4914813586488312,-1.1857414189966118,1.6326578477166112,1.195236977471244,0.4720860159155814,0.0,0.0,1.0,-0.3015379599444964,0.9741733869698493,0.953454172319001,-0.22580126686910368
-0.42981459287243673,0.865775917742925,-0.4817391800553757,-0.47870048922773384,2.507083009611673,0.45491982376646306,-1.5413864408411933,-0.8822316971601186,-0.9207035280159167,1.0,0.0,0.0,-0.7466381822853915,0.7325428987873788,0.6652303546543608,0.6807208689589178
0.2304841566235465,0.5165600748327422,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-1.1857414189966118,0.5746430848640097,-1.5747212553705727,-0.9207035280159167,0.0,0.0,1.0,-0.8567175188650498,0.7721793724666269,0.5157858982850473,0.635404608684141
0.3749245080757928,-0.5310874538978061,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-0.9317905282558354,-1.1887148532236593,1.541481756576471,0.12388862993270687,1.0,0.0,0.0,-0.8136084495007868,0.8512693459228684,0.5814131843198308,0.5247289783231452
-0.5880111682725158,0.5165600748327422,3.1106484415357984,-0.009657351344212929,-0.4914813586488312,-1.1782534565465932,-0.4833716779885917,1.195236977471244,1.1684807878813304,1.0,0.0,0.0,-0.6749465546002732,0.7587031106589781,0.7378666196767681,0.6514365585967603
0.6775614349281187,1.5642076035632906,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-0.7984187350477017,1.2799862600990775,-0.5359869180548915,0.8202834018984559,0.0,0.0,1.0,-0.7771459614569702,0.9297764858882513,0.6293203910498382,0.3681245526846781
0.746342554667284,-0.1818716109876233,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,1.806749575771348,0.5746430848640097,-0.18974213894966446,0.12388862993270687,1.0,0.0,0.0,-0.49545866843240827,0.9997806834748455,0.8686315144381909,-0.020942419883356704
0.12043436504088313,1.5642076035632906,-0.4817391800553757,-0.47870048922773384,1.5075615535248383,0.2760590231312645,0.9273146724815435,-1.5747212553705727,0.4720860159155814,0.0,0.0,1.0,-0.7033947028105043,0.8874134470592833,0.7107994738729921,0.46097437453546236
0.47809618768454043,-1.5787349826283543,0.4980028985603991,-0.47870048922773384,-0.4914813586488312,0.6871851453131436,-0.4833716779885917,-0.5359869180548915,-0.9207035280159167,0.0,1.0,0.0,-0.11753739745783766,0.9494254776419039,0.9930684569549263,-0.31399245596740477
0.6706833229542024,0.5165600748327422,1.9676160164840613,-0.47870048922773384,-0.4914813586488312,-0.7271968850011513,-1.1887148532236593,0.5027474192607897,1.1684807878813304,0.0,0.0,1.0,-0.08628636579792358,0.9114032766354453,0.9962703764929413,-0.41151435860510877
0.0722875812234675,-1.5787349826283543,-0.4817391800553757,1.1259207719527324,-0.1583075399532196,0.1388924173209473,1.2799862600990775,1.195236977471244,0.4720860159155814,1.0,0.0,0.0,-0.01832493139610279,0.9645574184577981,0.9998320843468308,-0.26387304996537286
0.5056086355802064,-1.5787349826283543,0.3347125521244366,-0.47870048922773384,-0.4914813586488312,0.22817447685140996,-0.8360432656061255,1.195236977471244,1.1684807878813304,1.0,0.0,0.0,-0.12273545680701453,0.9477684100095857,0.9924394226563017,-0.3189593092980699
0.5399991954497888,1.2149917606531078,-0.4817391800553757,-0.47870048922773384,-0.4914813586488312,-0.1178707759665097,0.9273146724815435,0.8489921983660168,-0.5725061420330422,1.0,0.0,0.0,-0.594121062902039,0.9846558414224508,0.8043756352700842,0.174507518326992
0.044775133327801496,0.16734423192255946,-0.4817391800553757,0.33595338183311824,1.3409746441770325,1.7923787482820441,0.22197149724647594,0.8489921983660168,-0.9207035280159167,0.0,1.0,0.0,-0.21303038627497678,0.9981876932544915,0.9770455744352636,-0.060177479469293416
